"bin_extents","bin_values"
-61.752,3
-60.582,3
-59.412,2
-58.243,2
-57.073,1
-55.903,4
-54.733,6
-53.563,4
-52.394,7
-51.224,4
-50.054,6
-48.884,4
-47.714,6
-46.544,12
-45.375,9
-44.205,16
-43.035,12
-41.865,28
-40.695,18
-39.525,20
-38.356,22
-37.186,30
-36.016,54
-34.846,44
-33.676,65
-32.507,101
-31.337,125
-30.167,161
-28.997,185
-27.827,240
-26.657,350
-25.488,449
-24.318,621
-23.148,772
-21.978,1077
-20.808,1402
-19.638,1908
-18.469,2372
-17.299,3254
-16.129,4328
-14.959,5936
-13.789,7854
-12.62,10743
-11.45,14173
-10.28,19130
-9.1101,26142
-7.9403,35242
-6.7704,48661
-5.6006,65559
-4.4308,88721
-3.261,119274
-2.0911,155038
-0.92131,193231
0.24851,223892
1.4183,231345
2.5882,208935
3.758,169816
4.9278,128177
6.0976,92530
7.2675,62988
8.4373,41594
9.6071,27182
10.777,17808
11.947,11721
13.117,7814
14.286,5286
15.456,3542
16.626,2449
17.796,1712
18.966,1196
20.136,866
21.305,608
22.475,438
23.645,325
24.815,229
25.985,162
27.154,106
28.324,89
29.494,49
30.664,32
31.834,12
33.004,18
34.173,8
35.343,4
36.513,2
37.683,4
38.853,3
40.023,3
41.192,2
42.362,1
43.532,2
44.702,0
45.872,0
47.041,0
48.211,0
49.381,1
50.551,0
51.721,0
52.891,0
54.06,1
