"bin_extents","bin_values"
-61.075,2
-60.035,1
-58.994,2
-57.954,1
-56.913,4
-55.872,3
-54.832,4
-53.791,7
-52.75,8
-51.71,7
-50.669,12
-49.629,10
-48.588,11
-47.547,19
-46.507,17
-45.466,31
-44.425,28
-43.385,25
-42.344,29
-41.303,44
-40.263,44
-39.222,53
-38.182,79
-37.141,97
-36.1,100
-35.06,148
-34.019,150
-32.978,171
-31.938,225
-30.897,274
-29.857,324
-28.816,389
-27.775,482
-26.735,598
-25.694,676
-24.653,867
-23.613,1034
-22.572,1286
-21.531,1545
-20.491,2000
-19.45,2523
-18.41,2976
-17.369,3751
-16.328,4629
-15.288,6055
-14.247,7374
-13.206,9149
-12.166,11942
-11.125,15346
-10.085,19780
-9.0439,25718
-8.0033,33023
-6.9627,42929
-5.922,54596
-4.8814,70009
-3.8408,90103
-2.8001,114090
-1.7595,139342
-0.71886,164045
0.32177,184679
1.3624,192031
2.403,183326
3.4437,158529
4.4843,128112
5.5249,98634
6.5656,73226
7.6062,53757
8.6468,39044
9.6874,28291
10.728,20625
11.769,15042
12.809,11224
13.85,8232
14.891,6442
15.931,4713
16.972,3692
18.012,2731
19.053,2018
20.094,1535
21.134,1156
22.175,801
23.216,664
24.256,472
25.297,337
26.338,244
27.378,187
28.419,140
29.459,94
30.5,64
31.541,49
32.581,26
33.622,24
34.663,11
35.703,14
36.744,14
37.784,5
38.825,3
39.866,5
40.906,0
41.947,3
