"bin_extents","bin_values"
-67.033,1
-65.912,2
-64.792,1
-63.671,1
-62.55,1
-61.429,4
-60.308,3
-59.187,3
-58.066,2
-56.945,6
-55.824,5
-54.704,7
-53.583,6
-52.462,5
-51.341,8
-50.22,9
-49.099,10
-47.978,8
-46.857,4
-45.736,8
-44.615,18
-43.495,16
-42.374,35
-41.253,29
-40.132,38
-39.011,55
-37.89,77
-36.769,67
-35.648,90
-34.527,103
-33.406,121
-32.286,157
-31.165,199
-30.044,228
-28.923,300
-27.802,384
-26.681,482
-25.56,573
-24.439,754
-23.318,960
-22.197,1204
-21.077,1562
-19.956,2015
-18.835,2627
-17.714,3379
-16.593,4226
-15.472,5403
-14.351,6933
-13.23,8998
-12.109,12100
-10.988,15808
-9.8675,21194
-8.7466,28114
-7.6257,37992
-6.5048,50229
-5.3839,66083
-4.2631,88289
-3.1422,116585
-2.0213,148032
-0.90035,179515
0.22055,205155
1.3414,213634
2.4623,201447
3.5832,168289
4.7041,130359
5.825,97247
6.9459,68692
8.0668,48216
9.1877,33015
10.309,22895
11.43,15961
12.55,10926
13.671,7856
14.792,5552
15.913,3920
17.034,2797
18.155,2065
19.276,1458
20.397,1046
21.518,823
22.639,576
23.759,399
24.88,289
26.001,203
27.122,161
28.243,118
29.364,80
30.485,48
31.606,30
32.727,25
33.848,10
34.968,8
36.089,3
37.21,1
38.331,2
39.452,2
40.573,2
41.694,3
42.815,1
43.936,1
