"bin_extents","bin_values"
-92.699,8
-90.151,2
-87.604,5
-85.056,4
-82.508,16
-79.96,6
-77.412,16
-74.864,33
-72.316,29
-69.768,36
-67.22,46
-64.672,52
-62.124,88
-59.576,112
-57.028,150
-54.48,186
-51.932,243
-49.384,371
-46.837,452
-44.289,586
-41.741,840
-39.193,1116
-36.645,1598
-34.097,2179
-31.549,2976
-29.001,4115
-26.453,5901
-23.905,8557
-21.357,12166
-18.809,17527
-16.261,26018
-13.713,39545
-11.165,63667
-8.6174,108824
-6.0695,183050
-3.5215,290551
-0.97361,373152
1.5743,321661
4.1223,215179
6.6702,134540
9.2182,83688
11.766,52216
14.314,32591
16.862,21087
19.41,13607
21.958,9063
24.506,6184
27.054,4193
29.602,2835
32.15,2004
34.698,1363
37.245,995
39.793,682
42.341,505
44.889,377
47.437,279
49.985,212
52.533,174
55.081,124
57.629,102
60.177,71
62.725,60
65.273,42
67.821,47
70.369,28
72.917,33
75.465,21
78.013,19
80.56,22
83.108,11
85.656,22
88.204,17
90.752,14
93.3,9
95.848,7
98.396,6
100.94,5
103.49,9
106.04,7
108.59,9
111.14,9
113.68,2
116.23,3
118.78,5
121.33,3
123.88,3
126.42,2
128.97,2
131.52,2
134.07,1
136.62,0
139.16,1
141.71,2
144.26,2
146.81,0
149.35,1
151.9,0
154.45,0
157,0
159.55,2
