"bin_extents","bin_values"
-65.108,1
-64.022,0
-62.936,1
-61.849,3
-60.763,0
-59.677,2
-58.591,2
-57.505,1
-56.419,3
-55.333,5
-54.247,6
-53.16,9
-52.074,5
-50.988,9
-49.902,10
-48.816,5
-47.73,16
-46.644,11
-45.557,23
-44.471,22
-43.385,17
-42.299,32
-41.213,39
-40.127,40
-39.041,43
-37.955,62
-36.868,94
-35.782,86
-34.696,101
-33.61,137
-32.524,146
-31.438,234
-30.352,261
-29.266,314
-28.179,346
-27.093,489
-26.007,605
-24.921,743
-23.835,934
-22.749,1170
-21.663,1419
-20.577,1837
-19.49,2367
-18.404,2896
-17.318,3704
-16.232,4605
-15.146,5764
-14.06,7367
-12.974,9563
-11.888,12397
-10.801,16497
-9.7152,21828
-8.6291,28764
-7.543,37745
-6.4569,49389
-5.3707,64746
-4.2846,84990
-3.1985,110722
-2.1123,139081
-1.0262,168649
0.059916,194000
1.146,203833
2.2322,198745
3.3183,170703
4.4044,135754
5.4906,103181
6.5767,75555
7.6628,54065
8.7489,37805
9.8351,26765
10.921,19020
12.007,13104
13.093,9454
14.18,7109
15.266,5166
16.352,3693
17.438,2666
18.524,2033
19.61,1426
20.696,1120
21.782,822
22.869,537
23.955,411
25.041,292
26.127,249
27.213,166
28.299,116
29.385,87
30.472,46
31.558,34
32.644,31
33.73,14
34.816,7
35.902,4
36.988,5
38.074,3
39.161,0
40.247,1
41.333,3
42.419,1
