"bin_extents","bin_values"
-74.233,2
-72.163,1
-70.093,4
-68.023,7
-65.953,14
-63.883,20
-61.813,21
-59.743,37
-57.673,42
-55.603,75
-53.533,97
-51.463,142
-49.393,156
-47.323,215
-45.253,287
-43.182,406
-41.112,541
-39.042,669
-36.972,895
-34.902,1116
-32.832,1409
-30.762,2009
-28.692,2527
-26.622,3363
-24.552,4433
-22.482,6158
-20.412,8652
-18.342,12494
-16.272,18003
-14.202,26373
-12.132,39499
-10.062,60918
-7.9919,98425
-5.9219,157203
-3.8519,230120
-1.7818,302700
0.28819,315512
2.3582,245139
4.4283,168614
6.4983,112439
8.5683,74451
10.638,49332
12.708,32426
14.778,21678
16.848,14651
18.918,9938
20.989,7076
23.059,4967
25.129,3460
27.199,2500
29.269,1778
31.339,1358
33.409,970
35.479,755
37.549,527
39.619,401
41.689,286
43.759,233
45.829,173
47.899,133
49.969,94
52.039,82
54.109,63
56.179,56
58.249,36
60.319,31
62.389,37
64.459,25
66.529,24
68.599,15
70.669,11
72.739,10
74.809,6
76.879,3
78.949,5
81.019,7
83.089,6
85.16,7
87.23,5
89.3,3
91.37,1
93.44,1
95.51,2
97.58,6
99.65,2
101.72,2
103.79,1
105.86,2
107.93,1
110,3
112.07,1
114.14,0
116.21,2
118.28,0
120.35,0
122.42,0
124.49,0
126.56,1
128.63,1
130.7,1
