"bin_extents","bin_values"
-77.894,2
-76.106,2
-74.319,13
-72.531,8
-70.744,12
-68.956,14
-67.169,15
-65.382,13
-63.594,19
-61.807,29
-60.019,29
-58.232,27
-56.445,50
-54.657,49
-52.87,73
-51.082,91
-49.295,106
-47.507,138
-45.72,137
-43.933,182
-42.145,261
-40.358,340
-38.57,406
-36.783,560
-34.996,712
-33.208,853
-31.421,1147
-29.633,1412
-27.846,1862
-26.058,2521
-24.271,3349
-22.484,4322
-20.696,5753
-18.909,7699
-17.121,10451
-15.334,14637
-13.547,20211
-11.759,28825
-9.9717,41832
-8.1843,63596
-6.3969,97245
-4.6095,144868
-2.8221,213491
-1.0347,277494
0.75274,289851
2.5402,243639
4.3276,173775
6.115,118658
7.9024,82126
9.6898,56381
11.477,38808
13.265,26931
15.052,19143
16.839,14092
18.627,10083
20.414,7445
22.202,5271
23.989,4005
25.777,3050
27.564,2249
29.351,1670
31.139,1335
32.926,969
34.714,830
36.501,601
38.288,487
40.076,346
41.863,297
43.651,253
45.438,205
47.226,159
49.013,150
50.8,129
52.588,101
54.375,85
56.163,55
57.95,54
59.737,49
61.525,49
63.312,38
65.1,28
66.887,14
68.675,12
70.462,15
72.249,16
74.037,10
75.824,7
77.612,8
79.399,8
81.186,4
82.974,9
84.761,4
86.549,4
88.336,3
90.123,5
91.911,1
93.698,3
95.486,2
97.273,2
99.061,3
