"bin_extents","bin_values"
-96.475,5
-93.791,4
-91.106,8
-88.422,6
-85.738,5
-83.053,10
-80.369,25
-77.684,23
-75,35
-72.316,39
-69.631,57
-66.947,60
-64.263,77
-61.578,110
-58.894,123
-56.209,184
-53.525,231
-50.841,349
-48.156,390
-45.472,567
-42.788,857
-40.103,1111
-37.419,1580
-34.734,2232
-32.05,3068
-29.366,4402
-26.681,6393
-23.997,9301
-21.313,13696
-18.628,19793
-15.944,29611
-13.259,46136
-10.575,77029
-7.8907,132573
-5.2063,227091
-2.5219,345347
0.16244,381429
2.8468,281098
5.5312,176900
8.2156,107144
10.9,65652
13.584,40295
16.269,24881
18.953,16022
21.637,10140
24.322,6725
27.006,4572
29.691,3038
32.375,2156
35.059,1522
37.744,1051
40.428,774
43.112,571
45.797,403
48.481,308
51.166,256
53.85,184
56.534,136
59.219,117
61.903,98
64.587,46
67.272,53
69.956,51
72.641,32
75.325,21
78.009,22
80.694,25
83.378,20
86.062,13
88.747,16
91.431,10
94.116,8
96.8,9
99.484,12
102.17,6
104.85,2
107.54,5
110.22,4
112.91,3
115.59,2
118.28,1
120.96,5
123.64,1
126.33,1
129.01,2
131.7,2
134.38,1
137.07,0
139.75,1
142.43,1
145.12,1
147.8,0
150.49,0
153.17,1
155.86,2
158.54,1
161.23,0
163.91,0
166.59,2
169.28,1
