"bin_extents","bin_values"
-100.91,2
-98.205,0
-95.497,2
-92.788,7
-90.079,8
-87.371,12
-84.662,14
-81.953,20
-79.245,26
-76.536,21
-73.827,45
-71.119,38
-68.41,64
-65.701,70
-62.993,116
-60.284,129
-57.575,155
-54.867,244
-52.158,273
-49.449,374
-46.741,499
-44.032,745
-41.323,974
-38.615,1434
-35.906,2067
-33.197,2746
-30.489,4033
-27.78,5821
-25.071,8421
-22.363,12123
-19.654,17974
-16.945,26730
-14.237,40942
-11.528,65739
-8.8192,111329
-6.1105,190494
-3.4018,306953
-0.69317,385570
2.0155,319612
4.7242,207486
7.4328,126359
10.142,76761
12.85,47445
15.559,29048
18.268,18362
20.976,11664
23.685,7790
26.394,4920
29.102,3474
31.811,2442
34.52,1773
37.228,1269
39.937,874
42.646,653
45.354,499
48.063,371
50.772,270
53.48,221
56.189,189
58.898,139
61.606,126
64.315,87
67.024,59
69.732,51
72.441,45
75.15,33
77.858,26
80.567,15
83.276,10
85.984,19
88.693,10
91.402,10
94.11,7
96.819,8
99.528,5
102.24,5
104.95,5
107.65,4
110.36,3
113.07,1
115.78,0
118.49,1
121.2,1
123.91,3
126.61,0
129.32,0
132.03,3
134.74,0
137.45,3
140.16,0
142.87,1
145.58,1
148.28,0
150.99,0
153.7,1
156.41,1
159.12,1
161.83,0
164.54,1
167.24,2
