"bin_extents","bin_values"
-118.85,1
-116.46,0
-114.08,0
-111.69,2
-109.31,1
-106.92,1
-104.54,0
-102.15,3
-99.768,0
-97.383,1
-94.998,1
-92.614,2
-90.229,2
-87.844,4
-85.46,5
-83.075,10
-80.69,9
-78.305,13
-75.921,21
-73.536,14
-71.151,25
-68.767,25
-66.382,47
-63.997,48
-61.613,74
-59.228,96
-56.843,126
-54.458,155
-52.074,222
-49.689,279
-47.304,363
-44.92,460
-42.535,643
-40.15,817
-37.766,1137
-35.381,1485
-32.996,1961
-30.611,2775
-28.227,3756
-25.842,5284
-23.457,7169
-21.073,9902
-18.688,14110
-16.303,20821
-13.919,30560
-11.534,45915
-9.1491,73079
-6.7644,119049
-4.3797,198691
-1.995,314608
0.38967,372730
2.7744,296701
5.1591,188202
7.5438,117686
9.9285,74350
12.313,47273
14.698,31141
17.083,20816
19.467,13436
21.852,9142
24.237,6127
26.621,4458
29.006,3101
31.391,2338
33.775,1687
36.16,1304
38.545,952
40.93,758
43.314,559
45.699,398
48.084,326
50.468,232
52.853,194
55.238,138
57.622,123
60.007,87
62.392,84
64.777,48
67.161,43
69.546,32
71.931,17
74.315,17
76.7,18
79.085,15
81.469,13
83.854,9
86.239,12
88.624,9
91.008,4
93.393,8
95.778,7
98.162,4
100.55,1
102.93,3
105.32,1
107.7,3
110.09,0
112.47,2
114.86,1
117.24,1
