"bin_extents","bin_values"
-75.042,1
-73.247,3
-71.452,6
-69.657,12
-67.862,10
-66.067,17
-64.271,17
-62.476,17
-60.681,29
-58.886,36
-57.091,28
-55.296,48
-53.5,59
-51.705,79
-49.91,103
-48.115,121
-46.32,132
-44.524,178
-42.729,230
-40.934,294
-39.139,384
-37.344,499
-35.549,613
-33.753,740
-31.958,992
-30.163,1217
-28.368,1595
-26.573,2100
-24.778,2861
-22.982,3713
-21.187,5067
-19.392,6818
-17.597,9253
-15.802,12945
-14.006,18113
-12.211,26185
-10.416,38007
-8.621,57443
-6.8258,87201
-5.0306,132026
-3.2354,199045
-1.4403,267542
0.35492,294975
2.1501,261690
3.9453,189389
5.7404,130315
7.5356,89286
9.3308,60762
11.126,41161
12.921,28944
14.716,20331
16.512,14495
18.307,10582
20.102,7826
21.897,5605
23.692,4228
25.487,2974
27.283,2301
29.078,1732
30.873,1239
32.668,963
34.463,766
36.258,558
38.054,491
39.849,378
41.644,275
43.439,245
45.234,180
47.03,143
48.825,139
50.62,104
52.415,88
54.21,78
56.005,51
57.801,52
59.596,42
61.391,44
63.186,28
64.981,19
66.776,22
68.572,13
70.367,9
72.162,11
73.957,13
75.752,11
77.548,7
79.343,11
81.138,7
82.933,5
84.728,6
86.523,1
88.319,4
90.114,1
91.909,2
93.704,1
95.499,0
97.294,0
99.09,0
100.88,0
102.68,1
