"bin_extents","bin_values"
-63.996,1
-62.913,0
-61.831,2
-60.748,1
-59.666,2
-58.583,1
-57.501,4
-56.418,1
-55.336,1
-54.254,5
-53.171,3
-52.089,13
-51.006,4
-49.924,9
-48.841,14
-47.759,14
-46.676,17
-45.594,19
-44.511,20
-43.429,30
-42.346,34
-41.264,41
-40.181,44
-39.099,45
-38.016,64
-36.934,78
-35.851,98
-34.769,93
-33.687,141
-32.604,173
-31.522,232
-30.439,272
-29.357,317
-28.274,413
-27.192,479
-26.109,605
-25.027,727
-23.944,982
-22.862,1179
-21.779,1524
-20.697,1825
-19.614,2288
-18.532,2851
-17.449,3522
-16.367,4503
-15.284,5874
-14.202,7334
-13.12,9319
-12.037,12027
-10.955,16033
-9.8721,20884
-8.7896,27807
-7.7072,36261
-6.6247,47621
-5.5422,61931
-4.4597,80893
-3.3773,105695
-2.2948,132957
-1.2123,162206
-0.12985,188127
0.95262,201256
2.0351,200325
3.1176,175545
4.2,141749
5.2825,108716
6.365,80755
7.4475,57767
8.5299,41062
9.6124,28936
10.695,20705
11.777,14480
12.86,10353
13.942,7650
15.025,5780
16.107,4250
17.19,3044
18.272,2322
19.355,1657
20.437,1162
21.52,877
22.602,659
23.685,459
24.767,335
25.85,255
26.932,216
28.014,141
29.097,82
30.179,58
31.262,50
32.344,25
33.427,19
34.509,12
35.592,9
36.674,5
37.757,2
38.839,1
39.922,0
41.004,2
42.087,1
43.169,1
