"bin_extents","bin_values"
-69.468,2
-68.323,0
-67.179,1
-66.034,0
-64.889,1
-63.744,7
-62.6,5
-61.455,0
-60.31,1
-59.166,2
-58.021,3
-56.876,6
-55.731,4
-54.587,7
-53.442,4
-52.297,6
-51.153,3
-50.008,6
-48.863,8
-47.718,9
-46.574,14
-45.429,16
-44.284,7
-43.14,19
-41.995,21
-40.85,22
-39.705,28
-38.561,40
-37.416,41
-36.271,58
-35.126,71
-33.982,81
-32.837,112
-31.692,118
-30.548,161
-29.403,188
-28.258,220
-27.113,333
-25.969,448
-24.824,552
-23.679,772
-22.535,943
-21.39,1222
-20.245,1717
-19.1,2227
-17.956,2836
-16.811,3671
-15.666,5051
-14.522,6564
-13.377,8878
-12.232,11812
-11.087,15036
-9.9427,20610
-8.7979,27720
-7.6532,37707
-6.5085,50907
-5.3638,68052
-4.2191,91275
-3.0743,121685
-1.9296,156182
-0.78489,190717
0.35983,218011
1.5045,222594
2.6493,202402
3.794,164787
4.9387,126197
6.0834,91337
7.2282,62547
8.3729,42778
9.5176,28505
10.662,19200
11.807,13004
12.952,8765
14.096,5869
15.241,4120
16.386,2907
17.531,2102
18.675,1501
19.82,1009
20.965,767
22.11,491
23.254,346
24.399,251
25.544,218
26.688,148
27.833,113
28.978,77
30.123,47
31.267,34
32.412,17
33.557,8
34.701,6
35.846,6
36.991,1
38.136,5
39.28,1
40.425,1
41.57,1
42.714,0
43.859,1
