"bin_extents","bin_values"
-64.639,1
-63.563,1
-62.487,1
-61.411,2
-60.335,3
-59.26,3
-58.184,3
-57.108,1
-56.032,3
-54.956,6
-53.881,6
-52.805,8
-51.729,13
-50.653,12
-49.578,16
-48.502,17
-47.426,18
-46.35,20
-45.274,21
-44.199,24
-43.123,36
-42.047,39
-40.971,47
-39.895,58
-38.82,55
-37.744,73
-36.668,127
-35.592,132
-34.517,155
-33.441,180
-32.365,230
-31.289,280
-30.213,360
-29.138,421
-28.062,482
-26.986,614
-25.91,717
-24.834,855
-23.759,1062
-22.683,1361
-21.607,1693
-20.531,2155
-19.455,2572
-18.38,3277
-17.304,4054
-16.228,5254
-15.152,6519
-14.077,8188
-13.001,10358
-11.925,13282
-10.849,17417
-9.7734,22752
-8.6976,29298
-7.6218,38210
-6.546,49070
-5.4702,62899
-4.3944,80828
-3.3186,105404
-2.2429,131387
-1.1671,156991
-0.09128,181060
0.98451,194051
2.0603,191919
3.1361,170510
4.2119,141921
5.2877,108573
6.3634,81437
7.4392,59249
8.515,43019
9.5908,31121
10.667,22418
11.742,16465
12.818,12123
13.894,8914
14.97,6690
16.046,5083
17.121,3803
18.197,2864
19.273,2156
20.349,1538
21.424,1176
22.5,860
23.576,604
24.652,522
25.728,316
26.803,260
27.879,197
28.955,139
30.031,98
31.107,82
32.182,46
33.258,29
34.334,23
35.41,15
36.486,12
37.561,6
38.637,5
39.713,3
40.789,2
41.864,3
