"bin_extents","bin_values"
-94.938,5
-92.414,9
-89.891,4
-87.367,4
-84.844,13
-82.321,10
-79.797,12
-77.274,11
-74.751,20
-72.227,33
-69.704,37
-67.18,49
-64.657,73
-62.134,102
-59.61,107
-57.087,143
-54.563,193
-52.04,261
-49.517,348
-46.993,479
-44.47,590
-41.946,840
-39.423,1137
-36.9,1533
-34.376,2105
-31.853,2852
-29.33,4090
-26.806,5700
-24.283,8297
-21.759,11684
-19.236,16730
-16.713,24397
-14.189,36278
-11.666,57671
-9.1424,96355
-6.619,162015
-4.0956,261578
-1.5723,356096
0.95113,341519
3.4745,238004
5.9979,151653
8.5213,94640
11.045,59488
13.568,37475
16.091,24122
18.615,15561
21.138,10380
23.662,6971
26.185,4779
28.708,3362
31.232,2317
33.755,1602
36.279,1152
38.802,820
41.325,600
43.849,417
46.372,358
48.896,251
51.419,189
53.942,169
56.466,127
58.989,81
61.512,76
64.036,47
66.559,44
69.083,42
71.606,46
74.129,31
76.653,28
79.176,10
81.7,18
84.223,20
86.746,18
89.27,8
91.793,14
94.317,10
96.84,9
99.363,6
101.89,7
104.41,7
106.93,3
109.46,3
111.98,2
114.5,4
117.03,7
119.55,2
122.07,5
124.6,2
127.12,3
129.64,1
132.17,0
134.69,2
137.21,1
139.74,2
142.26,2
144.78,0
147.31,2
149.83,2
152.35,0
154.88,1
