"bin_extents","bin_values"
-79.309,5
-77.197,1
-75.086,5
-72.974,8
-70.863,8
-68.751,16
-66.64,23
-64.528,37
-62.416,30
-60.305,39
-58.193,66
-56.082,70
-53.97,103
-51.859,162
-49.747,218
-47.636,291
-45.524,395
-43.413,482
-41.301,686
-39.19,795
-37.078,1078
-34.967,1385
-32.855,1805
-30.743,2342
-28.632,3018
-26.52,3790
-24.409,5246
-22.297,7179
-20.186,10306
-18.074,14469
-15.963,20640
-13.851,29701
-11.74,44448
-9.6282,70629
-7.5166,113076
-5.4051,176695
-3.2936,251949
-1.182,316235
0.92951,296535
3.041,219074
5.1526,149730
7.2641,99178
9.3756,65764
11.487,44518
13.599,29310
15.71,19656
17.822,13435
19.933,9288
22.045,6554
24.156,4853
26.268,3374
28.379,2520
30.491,1795
32.602,1267
34.714,909
36.826,671
38.937,534
41.049,441
43.16,305
45.272,253
47.383,188
49.495,152
51.606,98
53.718,100
55.829,66
57.941,68
60.052,40
62.164,36
64.275,41
66.387,28
68.499,20
70.61,22
72.722,17
74.833,8
76.945,15
79.056,8
81.168,8
83.279,8
85.391,7
87.502,3
89.614,7
91.725,5
93.837,3
95.948,4
98.06,5
100.17,5
102.28,1
104.39,3
106.51,1
108.62,1
110.73,3
112.84,0
114.95,3
117.06,3
119.18,3
121.29,2
123.4,2
125.51,1
127.62,1
129.73,2
