"bin_extents","bin_values"
-75.051,3
-73.287,4
-71.523,4
-69.758,5
-67.994,6
-66.23,6
-64.466,15
-62.702,23
-60.938,24
-59.174,32
-57.41,49
-55.646,45
-53.882,74
-52.118,106
-50.354,113
-48.59,152
-46.826,193
-45.062,232
-43.297,274
-41.533,395
-39.769,464
-38.005,598
-36.241,720
-34.477,939
-32.713,1092
-30.949,1473
-29.185,1878
-27.421,2351
-25.657,3196
-23.893,4167
-22.129,5666
-20.365,7323
-18.601,10123
-16.836,13829
-15.072,18898
-13.308,26136
-11.544,37338
-9.7802,55109
-8.0161,82505
-6.252,124315
-4.488,178166
-2.7239,233003
-0.95984,276581
0.80423,262201
2.5683,202624
4.3324,146093
6.0964,103275
7.8605,71921
9.6246,50482
11.389,34862
13.153,24318
14.917,17539
16.681,12551
18.445,9004
20.209,6528
21.973,4764
23.737,3522
25.501,2600
27.265,1937
29.029,1400
30.793,1118
32.557,900
34.322,654
36.086,539
37.85,407
39.614,310
41.378,226
43.142,213
44.906,153
46.67,130
48.434,89
50.198,62
51.962,53
53.726,45
55.49,47
57.254,36
59.018,25
60.783,30
62.547,18
64.311,12
66.075,19
67.839,10
69.603,15
71.367,5
73.131,3
74.895,1
76.659,6
78.423,1
80.187,2
81.951,3
83.715,1
85.479,0
87.244,2
89.008,0
90.772,0
92.536,0
94.3,0
96.064,0
97.828,0
99.592,2
