"bin_extents","bin_values"
-94.437,6
-91.942,11
-89.447,11
-86.952,8
-84.458,10
-81.963,21
-79.468,13
-76.973,23
-74.478,44
-71.983,41
-69.489,59
-66.994,52
-64.499,68
-62.004,107
-59.509,131
-57.014,168
-54.519,209
-52.025,238
-49.53,352
-47.035,462
-44.54,621
-42.045,837
-39.55,1130
-37.055,1521
-34.561,2112
-32.066,2980
-29.571,4139
-27.076,5805
-24.581,8098
-22.086,11442
-19.592,16346
-17.097,23345
-14.602,34872
-12.107,53332
-9.6122,87250
-7.1173,143921
-4.6225,233201
-2.1276,332588
0.36721,349142
2.8621,260935
5.3569,170027
7.8517,106867
10.347,67750
12.841,42858
15.336,27552
17.831,18095
20.326,11810
22.821,8044
25.316,5449
27.811,3874
30.305,2633
32.8,1924
35.295,1419
37.79,1011
40.285,728
42.78,576
45.274,424
47.769,339
50.264,278
52.759,211
55.254,168
57.749,132
60.244,108
62.738,72
65.233,70
67.728,51
70.223,41
72.718,24
75.213,22
77.707,28
80.202,15
82.697,12
85.192,11
87.687,12
90.182,21
92.677,4
95.171,7
97.666,9
100.16,8
102.66,5
105.15,6
107.65,5
110.14,5
112.64,3
115.13,2
117.63,1
120.12,1
122.61,1
125.11,1
127.6,2
130.1,1
132.59,3
135.09,5
137.58,0
140.08,3
142.57,0
145.07,0
147.56,2
150.06,0
152.55,2
