"bin_extents","bin_values"
-62.321,3
-61.254,1
-60.187,2
-59.119,2
-58.052,2
-56.984,2
-55.917,8
-54.849,2
-53.782,9
-52.714,7
-51.647,7
-50.58,10
-49.512,15
-48.445,13
-47.377,21
-46.31,31
-45.242,16
-44.175,29
-43.107,40
-42.04,33
-40.972,52
-39.905,41
-38.838,67
-37.77,89
-36.703,75
-35.635,132
-34.568,159
-33.5,190
-32.433,210
-31.365,255
-30.298,311
-29.23,413
-28.163,454
-27.096,609
-26.028,623
-24.961,853
-23.893,1060
-22.826,1319
-21.758,1597
-20.691,1956
-19.623,2398
-18.556,2985
-17.489,3896
-16.421,4850
-15.354,6133
-14.286,7679
-13.219,9686
-12.151,12303
-11.084,15907
-10.016,21227
-8.9489,27282
-7.8815,35350
-6.814,45696
-5.7466,58137
-4.6791,75024
-3.6117,97926
-2.5442,123033
-1.4768,149304
-0.40934,174487
0.65811,191501
1.7256,194552
2.793,178839
3.8605,150397
4.9279,118706
5.9954,88627
7.0628,65388
8.1303,47378
9.1977,34234
10.265,24740
11.333,18128
12.4,13124
13.468,9680
14.535,7326
15.602,5613
16.67,4102
17.737,3194
18.805,2311
19.872,1737
20.94,1228
22.007,974
23.075,688
24.142,525
25.209,375
26.277,296
27.344,207
28.412,147
29.479,92
30.547,68
31.614,66
32.682,43
33.749,22
34.817,23
35.884,6
36.951,12
38.019,4
39.086,1
40.154,4
41.221,1
42.289,2
43.356,1
