"bin_extents","bin_values"
0.042234,33
0.070969,78
0.099705,191
0.12844,361
0.15718,494
0.18591,586
0.21465,805
0.24338,997
0.27212,1269
0.30085,1688
0.32959,2022
0.35832,2377
0.38706,2787
0.41579,3348
0.44453,4003
0.47326,4661
0.502,5494
0.53073,6452
0.55947,7424
0.5882,8599
0.61694,9337
0.64567,10526
0.67441,11715
0.70314,12906
0.73188,14197
0.76062,14746
0.78935,16330
0.81809,17550
0.84682,19058
0.87556,19545
0.90429,20846
0.93303,21999
0.96176,23100
0.9905,24323
1.0192,25858
1.048,27838
1.0767,28993
1.1054,30561
1.1342,32371
1.1629,34652
1.1916,36299
1.2204,38727
1.2491,41701
1.2778,44974
1.3066,47722
1.3353,50133
1.3641,52300
1.3928,54999
1.4215,58396
1.4503,60865
1.479,62377
1.5077,64194
1.5365,66766
1.5652,67088
1.5939,66816
1.6227,66332
1.6514,65510
1.6801,64217
1.7089,61636
1.7376,58754
1.7663,56031
1.7951,52965
1.8238,48586
1.8526,44714
1.8813,41240
1.91,37903
1.9388,34268
1.9675,29642
1.9962,26120
2.025,22282
2.0537,18394
2.0824,15542
2.1112,12926
2.1399,10601
2.1686,8583
2.1974,7458
2.2261,6009
2.2548,4922
2.2836,3809
2.3123,3040
2.3411,2572
2.3698,2196
2.3985,1876
2.4273,1479
2.456,1080
2.4847,764
2.5135,626
2.5422,429
2.5709,314
2.5997,256
2.6284,209
2.6571,131
2.6859,83
2.7146,60
2.7433,57
2.7721,23
2.8008,12
2.8296,10
2.8583,11
2.887,3
