"bin_extents","bin_values"
-91.325,1
-89.505,0
-87.685,0
-85.865,0
-84.044,0
-82.224,1
-80.404,1
-78.584,0
-76.764,0
-74.944,3
-73.124,1
-71.303,2
-69.483,4
-67.663,5
-65.843,8
-64.023,15
-62.203,15
-60.383,26
-58.563,34
-56.742,29
-54.922,53
-53.102,70
-51.282,67
-49.462,121
-47.642,127
-45.822,145
-44.002,192
-42.181,256
-40.361,307
-38.541,399
-36.721,500
-34.901,582
-33.081,794
-31.261,1032
-29.441,1329
-27.62,1684
-25.8,2286
-23.98,3007
-22.16,4095
-20.34,5551
-18.52,7835
-16.7,10723
-14.88,14934
-13.059,21854
-11.239,32315
-9.4191,48414
-7.599,73208
-5.7789,112428
-3.9587,171131
-2.1386,245921
-0.31849,296827
1.5016,287897
3.3218,218273
5.1419,151464
6.962,102836
8.7822,69413
10.602,46638
12.422,32193
14.243,22329
16.063,15741
17.883,11413
19.703,8325
21.523,6008
23.343,4434
25.163,3324
26.983,2280
28.804,1766
30.624,1306
32.444,962
34.264,714
36.084,535
37.904,425
39.724,312
41.544,270
43.365,222
45.185,177
47.005,148
48.825,106
50.645,94
52.465,76
54.285,61
56.105,52
57.926,50
59.746,40
61.566,32
63.386,26
65.206,17
67.026,20
68.846,8
70.667,11
72.487,13
74.307,6
76.127,6
77.947,7
79.767,7
81.587,5
83.407,2
85.228,3
87.048,1
88.868,3
