"bin_extents","bin_values"
-94.364,1
-91.786,3
-89.208,5
-86.629,9
-84.051,16
-81.473,17
-78.895,20
-76.316,30
-73.738,31
-71.16,49
-68.581,43
-66.003,72
-63.425,68
-60.847,120
-58.268,147
-55.69,219
-53.112,255
-50.533,316
-47.955,464
-45.377,571
-42.798,797
-40.22,1155
-37.642,1579
-35.064,2182
-32.485,3209
-29.907,4402
-27.329,5913
-24.75,8688
-22.172,12235
-19.594,17828
-17.016,26106
-14.437,39123
-11.859,60267
-9.2806,96860
-6.7024,161248
-4.1241,257366
-1.5458,352059
1.0325,335954
3.6108,239721
6.1891,153201
8.7674,95606
11.346,58818
13.924,37627
16.502,23861
19.081,15599
21.659,10261
24.237,6912
26.815,4680
29.394,3296
31.972,2339
34.55,1735
37.129,1218
39.707,906
42.285,697
44.864,513
47.442,405
50.02,310
52.598,235
55.177,204
57.755,151
60.333,129
62.912,108
65.49,86
68.068,60
70.646,56
73.225,58
75.803,32
78.381,21
80.96,20
83.538,11
86.116,17
88.694,9
91.273,6
93.851,7
96.429,9
99.008,3
101.59,5
104.16,1
106.74,1
109.32,1
111.9,8
114.48,2
117.06,0
119.63,0
122.21,0
124.79,0
127.37,1
129.95,0
132.53,1
135.1,0
137.68,2
140.26,1
142.84,1
145.42,1
148,2
150.57,0
153.15,0
155.73,0
158.31,1
160.89,1
