"bin_extents","bin_values"
-92.159,2
-89.677,4
-87.196,2
-84.714,9
-82.233,4
-79.752,18
-77.27,14
-74.789,14
-72.307,18
-69.826,32
-67.345,38
-64.863,56
-62.382,69
-59.9,105
-57.419,125
-54.938,175
-52.456,251
-49.975,302
-47.493,358
-45.012,531
-42.531,770
-40.049,1001
-37.568,1279
-35.086,1793
-32.605,2546
-30.124,3353
-27.642,4653
-25.161,6661
-22.679,9385
-20.198,13713
-17.717,19741
-15.235,29005
-12.754,45447
-10.272,74258
-7.791,125907
-5.3096,207634
-2.8282,312750
-0.34681,368005
2.1346,290834
4.616,192508
7.0974,120791
9.5788,75708
12.06,47490
14.542,30146
17.023,19488
19.504,12935
21.986,8472
24.467,5915
26.949,4092
29.43,2809
31.911,1990
34.393,1343
36.874,964
39.356,664
41.837,500
44.318,357
46.8,259
49.281,242
51.763,145
54.244,119
56.725,82
59.207,74
61.688,69
64.17,50
66.651,36
69.132,42
71.614,24
74.095,26
76.577,25
79.058,14
81.539,15
84.021,13
86.502,12
88.984,12
91.465,6
93.946,11
96.428,12
98.909,2
101.39,3
103.87,5
106.35,5
108.83,2
111.32,4
113.8,8
116.28,5
118.76,3
121.24,2
123.72,1
126.2,2
128.69,2
131.17,3
133.65,2
136.13,2
138.61,2
141.09,1
143.57,1
146.06,1
148.54,1
151.02,1
153.5,3
